Data;par_wm2
07/09/2020 16:00;324.62
07/09/2020 17:00;121.58
07/09/2020 18:00;12.02
07/09/2020 19:00;0.00
07/09/2020 20:00;0.00
07/09/2020 21:00;0.00
07/09/2020 22:00;0.00
07/09/2020 23:00;0.00
08/09/2020 00:00;0.00
08/09/2020 01:00;0.00
08/09/2020 02:00;0.00
08/09/2020 03:00;0.00
08/09/2020 04:00;0.00
08/09/2020 05:00;0.00
08/09/2020 06:00;2.79
08/09/2020 07:00;87.31
08/09/2020 08:00;248.12
08/09/2020 09:00;388.80
08/09/2020 10:00;563.43
08/09/2020 11:00;659.44
08/09/2020 12:00;702.98
08/09/2020 13:00;699.52
08/09/2020 14:00;642.45
08/09/2020 15:00;538.61
08/09/2020 16:00;395.95
08/09/2020 17:00;232.27
08/09/2020 18:00;64.63
08/09/2020 19:00;2.75
08/09/2020 20:00;0.00
08/09/2020 21:00;0.00
08/09/2020 22:00;0.00
08/09/2020 23:00;0.00
09/09/2020 00:00;0.00
09/09/2020 01:00;0.00
09/09/2020 02:00;0.00
09/09/2020 03:00;0.00
09/09/2020 04:00;0.00
09/09/2020 05:00;0.00
09/09/2020 06:00;2.56
09/09/2020 07:00;91.92
09/09/2020 08:00;266.92
09/09/2020 09:00;431.28
09/09/2020 10:00;566.48
09/09/2020 11:00;656.58
09/09/2020 12:00;651.71
09/09/2020 13:00;637.92
09/09/2020 14:00;586.50
09/09/2020 15:00;501.01
09/09/2020 16:00;371.61
09/09/2020 17:00;216.33
09/09/2020 18:00;60.08
09/09/2020 19:00;2.22
09/09/2020 20:00;0.00
09/09/2020 21:00;0.00
09/09/2020 22:00;0.00
09/09/2020 23:00;0.00
10/09/2020 00:00;0.00
10/09/2020 01:00;0.00
10/09/2020 02:00;0.00
10/09/2020 03:00;0.00
10/09/2020 04:00;0.00
10/09/2020 05:00;0.00
10/09/2020 06:00;2.18
10/09/2020 07:00;58.24
10/09/2020 08:00;259.58
10/09/2020 09:00;460.98
10/09/2020 10:00;543.05
10/09/2020 11:00;590.62
10/09/2020 12:00;462.10
10/09/2020 13:00;619.05
10/09/2020 14:00;622.80
10/09/2020 15:00;311.66
10/09/2020 16:00;271.43
10/09/2020 17:00;221.92
10/09/2020 18:00;29.12
10/09/2020 19:00;0.00
10/09/2020 20:00;0.00
10/09/2020 21:00;0.00
10/09/2020 22:00;0.00
10/09/2020 23:00;0.00
11/09/2020 00:00;0.00
11/09/2020 01:00;0.00
11/09/2020 02:00;0.00
11/09/2020 03:00;0.00
11/09/2020 04:00;0.00
11/09/2020 05:00;0.00
11/09/2020 06:00;0.26
11/09/2020 07:00;57.03
11/09/2020 08:00;264.02
11/09/2020 09:00;316.50
11/09/2020 10:00;498.32
11/09/2020 11:00;516.23
11/09/2020 12:00;620.63
11/09/2020 13:00;585.62
11/09/2020 14:00;447.44
11/09/2020 15:00;495.89
11/09/2020 16:00;312.16
11/09/2020 17:00;143.16
11/09/2020 18:00;36.91
11/09/2020 19:00;1.50
11/09/2020 20:00;0.00
11/09/2020 21:00;0.00
11/09/2020 22:00;0.00
11/09/2020 23:00;0.00
12/09/2020 00:00;0.00
12/09/2020 01:00;0.00
12/09/2020 02:00;0.00
12/09/2020 03:00;0.00
12/09/2020 04:00;0.00
12/09/2020 05:00;0.00
12/09/2020 06:00;1.30
12/09/2020 07:00;73.40
12/09/2020 08:00;244.85
12/09/2020 09:00;410.24
12/09/2020 10:00;545.29
12/09/2020 11:00;638.53
12/09/2020 12:00;672.11
12/09/2020 13:00;623.67
12/09/2020 14:00;597.20
12/09/2020 15:00;493.82
12/09/2020 16:00;357.14
12/09/2020 17:00;197.18
12/09/2020 18:00;49.99
12/09/2020 19:00;1.57
12/09/2020 20:00;0.00
12/09/2020 21:00;0.00
12/09/2020 22:00;0.00
12/09/2020 23:00;0.00
13/09/2020 00:00;0.00
13/09/2020 01:00;0.00
13/09/2020 02:00;0.00
13/09/2020 03:00;0.00
13/09/2020 04:00;0.00
13/09/2020 05:00;0.00
13/09/2020 06:01;1.30
13/09/2020 07:01;76.33
13/09/2020 08:01;248.58
13/09/2020 09:01;411.78
13/09/2020 10:01;543.96
13/09/2020 11:01;620.51
13/09/2020 12:01;625.30
13/09/2020 13:01;649.30
13/09/2020 14:01;598.89
13/09/2020 15:01;463.55
13/09/2020 16:01;344.41
13/09/2020 17:01;190.80
13/09/2020 18:00;47.05
13/09/2020 19:00;1.39
13/09/2020 20:00;0.00
13/09/2020 21:00;0.00
13/09/2020 22:00;0.00
13/09/2020 23:00;0.00
14/09/2020 00:00;0.00
14/09/2020 01:00;0.00
14/09/2020 02:00;0.00
14/09/2020 03:00;0.00
14/09/2020 04:00;0.00
14/09/2020 05:00;0.00
14/09/2020 06:00;0.97
14/09/2020 07:00;67.93
14/09/2020 08:00;234.39
14/09/2020 09:00;396.63
14/09/2020 10:00;528.10
14/09/2020 11:00;620.51
14/09/2020 12:00;646.73
14/09/2020 13:00;532.01
14/09/2020 14:00;449.04
14/09/2020 15:00;431.63
14/09/2020 16:00;324.08
14/09/2020 17:00;187.17
14/09/2020 18:00;42.74
14/09/2020 19:00;0.15
14/09/2020 20:00;0.00
14/09/2020 21:00;0.00
14/09/2020 22:00;0.00
14/09/2020 23:00;0.00
15/09/2020 00:00;0.00
15/09/2020 01:00;0.00
15/09/2020 02:00;0.00
15/09/2020 03:00;0.00
15/09/2020 04:00;0.00
15/09/2020 05:00;0.00
15/09/2020 06:00;0.62
15/09/2020 07:00;62.94
15/09/2020 08:00;226.62
15/09/2020 09:00;388.96
15/09/2020 10:00;523.04
15/09/2020 11:00;614.53
15/09/2020 12:00;650.45
15/09/2020 13:00;641.22
15/09/2020 14:00;582.46
15/09/2020 15:00;388.21
15/09/2020 16:00;285.49
15/09/2020 17:00;72.99
15/09/2020 18:00;25.45
15/09/2020 19:00;0.28
15/09/2020 20:00;0.00
15/09/2020 21:00;0.00
15/09/2020 22:00;0.00
15/09/2020 23:00;0.00
16/09/2020 00:00;0.00
16/09/2020 01:00;0.00
16/09/2020 02:00;0.00
16/09/2020 03:00;0.00
16/09/2020 04:00;0.00
16/09/2020 05:00;0.00
16/09/2020 06:00;0.46
16/09/2020 07:00;59.12
16/09/2020 08:00;210.55
16/09/2020 09:00;372.84
16/09/2020 10:00;510.06
16/09/2020 11:00;600.53
16/09/2020 12:00;643.66
16/09/2020 13:00;631.64
16/09/2020 14:00;566.72
16/09/2020 15:00;463.72
16/09/2020 16:06;315.94
16/09/2020 17:01;169.13
16/09/2020 18:01;40.03
16/09/2020 19:01;0.44
16/09/2020 20:01;0.00
16/09/2020 21:01;0.00
16/09/2020 22:01;0.00
16/09/2020 23:01;0.00
17/09/2020 00:01;0.00
17/09/2020 01:01;0.00
17/09/2020 02:01;0.00
17/09/2020 03:01;0.00
17/09/2020 04:01;0.00
17/09/2020 05:01;0.00
17/09/2020 06:01;0.46
17/09/2020 07:01;81.50
17/09/2020 08:01;302.02
17/09/2020 09:01;383.79
17/09/2020 10:01;502.25
17/09/2020 11:01;578.34
17/09/2020 12:01;634.51
17/09/2020 13:01;628.79
17/09/2020 14:01;579.47
